,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
703,label,side:2,tlow,total,tag:10,,,,side:2,tlow,total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,text,出,隔夜,1E,欢迎,来,碰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,text,继续,超限,出,隔夜,2500,万,，,欢迎,带价,来询,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,label,,,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,text,上限,借,1,-,7,天,资金,5000,万,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,label,,side:1,tlow,,thigh,i_thigh,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,text,借,隔夜,大量,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,label,side:1,tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,text,出,5,天,1,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,text,出,14,天,资金,1,亿,7,天,资金,0.5,亿,四点,还款,押利率,或者,AAA,信用,或,AA+,存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,label,side:2,tlow,i_tlow,,total,i_total,tlow,i_tlow,,total,i_total,,,tag:10,,tag:11,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,text,出,在,账,13,-,20D,押,债项,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,label,side:2,,,tlow,,thigh,mode:102,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,text,借,上午,到,账,隔夜,5000,万,押利率,/,点赞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,label,side:1,,,,tlow,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,text,借,隔夜,资金,，,求金主,点名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,label,side:1,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,text,出,2,-,7,天,1,亿,押,AA+,存单,AAA,信用,对券,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,label,side:2,tlow,,thigh,i_thigh,total,i_total,mode:102,tag:11,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,text,出,7,天,0.5,亿,超,限价,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,text,出,隔夜,800,+,1300,（,在,账,）,+,1900,上清,限户,或,填表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,label,side:2,tlow,,,,,,,,,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,text,出,7,天,5000w,；,3,天,5000w,押,AA+,不限,户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,label,side:2,tlow,i_tlow,total,,tlow,i_tlow,total,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,text,出,隔夜,在,账,\,n,出,6D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,label,side:2,tlow,,,,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,text,出,隔夜,7000,万,，,上午,还款,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,text,出,6,天,1500,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,text,借,7d,2000,+,1800w,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,label,side:1,tlow,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,text,借,5000,万,呀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,label,side:1,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,text,出,31d,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,label,side:2,tlow,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,text,1,.,专户,借,2d,，,4000w,~,\,n2,.,专户,借,7d,，,2,亿,~,\,n,求,小窗,~,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,label,,,,side:1,tlow,,total,,,,,,side:1,tlow,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,text,代友,出,隔夜,5kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,label,,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,text,出,7D,9000W,，,1M,4000W,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,label,side:2,tlow,total,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,text,出,在,帐,21,-,1m,1e,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,label,side:2,,,,,tlow,total,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,text,代友,出,5d,资金,、,整量,、,超限,，,押券,aa,+,求带,价来询,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,label,,side:2,tlow,,,,,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,text,借,1,-,5D,9000W,-,1,个,E,可,押利率或存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,label,side:1,tlow,,thigh,total,,,,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,text,借,45,天,资金,，,上清,中债,均,可,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,label,side:1,tlow,i_tlow,,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,text,借,上午,到,账,隔夜,1,亿,，,押利率,，,求,小窗,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,label,side:1,,,,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,text,出,14D,限公募,出,5D,不限,户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,label,side:2,tlow,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,text,上限,借,1,亿,隔夜,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,label,,side:1,total,i_total,tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,text,出,2D,1000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,text,出,14,天,以上,不,跨季,资金,4000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,label,side:2,tlow,i_tlow,,,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,text,诚借,跨,年,资金,质押,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,label,side:1,,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,text,出,3,个,月,资金,，,质押,，,2A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,label,side:2,,,,,,mode:102,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,text,出,7d,~,~,~,整量,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,text,出,20d,21d,28d,30d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,label,side:2,tlow,tlow,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,text,出,7d,在,账,押中债,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,label,side:2,tlow,,,tag:12,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,text,出,14,天,资金,大量,~,国企,aa,~,质押,买断,均,可,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,label,side:2,tlow,i_tlow,,,,,tag:11,,mode:102,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,text,出,7,天,以上,不,跨,年,资金,，,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,label,side:2,tlow,i_tlow,,,,,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,text,出,隔夜,4,0,0,0,Ｗ,7,天,1,0,0,0,Ｗ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,text,公募,户,高价,借,隔夜,4000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,label,,,,side:1,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,text,出,4,-,5,天,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,label,side:2,tlow,,thigh,i_thigh,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,text,借,2D,3000W,~,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,label,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,text,出,隔夜,1000w,上清,\,n,AA,净价,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,label,side:2,tlow,total,tag:13,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,text,借,，,在,帐,，,7,天,，,整量,，,押利率,和,铁道,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,label,side:1,,,,,tlow,i_tlow,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,text,借,早上,到,账,隔夜,1,亿,，,押利率,，,早上,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,label,side:1,,,,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,text,出,隔夜,质押,宽松,价格便宜,1,+,1.4,亿,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,label,side:2,tlow,mode:102,,,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,text,借,上清,隔夜,2.5,亿,，,押券宽松,，,开门,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,label,side:1,tag:13,tlow,total,i_total,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,text,出,中债,隔夜,4000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,label,side:2,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,text,出,中债,5000,万,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,label,side:2,,total,i_total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,text,出,6,天,1.5,E,押上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,label,side:2,tlow,i_tlow,total,i_total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,text,出,隔夜,4700W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,text,出,7D,9000W,自营,公募,AA,私募,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,label,side:2,tlow,total,,,tag:11,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,text,收,4,-,5d,资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,label,,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,text,出,1,个,月,及,以上,资金,5000,万元,，,押利率,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,label,side:2,,,,,,,total,i_total,,tag:10,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,text,出,14,天,整量,公募,aa,私募,押,aa,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,label,side:2,tlow,i_tlow,,,tag:11,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,text,出,隔夜,2.3,亿,押,券松,可,拆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,label,side:2,tlow,total,i_total,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,text,减点,出,隔夜,整量,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,label,price:3,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,text,出,21d,-,1M,`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,label,side:2,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,text,出,17,天,1,亿,压,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,label,side:2,tlow,i_tlow,total,i_total,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,text,白菜价,了,，,白菜价,出,隔夜,1kw,3,点半前,还款,，,求,小窗,，,求抖,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,label,,,,,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,text,出,2,天,3,千万,，,超限,，,3,点半前,还款,；,出,32,天,7,千万,，,限银行,，,在,账,在,账,！,！,,,,,,,,,,,,,,,,,,,,,,,,
825,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,side:2,tlow,i_tlow,total,i_total,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,text,出,1,亿,7,天,不限,户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,label,side:2,total,i_total,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,text,出,隔夜,1.2,亿,，,押券,AA,，,限,直连,开门,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,label,side:2,tlow,total,i_total,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,text,出,中债,5D,，,5000w,，,还款,靠,谱,优先,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,label,side:2,,tlow,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,text,借,11,天,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,label,side:1,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,text,出,5D,-,12D,押,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,label,side:2,tlow,,thigh,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,text,出,最后,5000W,，,非银,，,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,label,side:2,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,text,借,1,-,14,天,，,1,亿,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,label,side:1,tlow,,thigh,i_thigh,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,text,借,隔夜,8000,万,，,押利率,，,求,匹配,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,label,side:1,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,text,出出,出,\,n1,.,66,+,2Y,136613,16西王03,AA+,/,AA+,650.6,W,（,急出,价格,好,商议,）,\,n0,.,64,+,1Y,136424,16南翔02,AA,/,AA,4822.9,W,\,n0,.,81,+,1Y,145025,16金花01,AA,/,AA,5000W,\,n3,.,
843,label,,side:2,,,,,,tlow,,,tag:11,,tag:11,,,,,,,,,,,,,,tlow,,,tag:11,,tag:11,,,,,,,,tlow,,,tag:11,,tag:11,total,,,,
844,text,3.4,借,6,天,资金,大量,，,求,小窗,！,！,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,label,,side:1,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,text,出,3d,\,n,出,7d,押中债,国企,双,AA+,\,n,出,14d,-,21d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,label,side:2,tlow,,,side:2,tlow,tag:12,,,tag:11,,,side:2,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,text,出,14D,9000W,\,n,出,上清,隔夜,2600W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,label,side:2,tlow,total,,,side:2,tag:13,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,text,出限公募,社保,自营,7D,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,label,,,,tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,text,出,7,天,，,限非银,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,label,side:2,tlow,i_tlow,,tag:18,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,text,借笔,隔夜,0.7,亿,，,押上清,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,label,,tlow,total,i_total,,tag:13,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,text,早上好,啊,\,n,继续,借,隔夜,买断,押利率,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,label,,,,,,side:1,tlow,mode:103,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,text,这个,图,从此,可以,改,10,%,出,14d,了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,label,,,,,,price,i_price,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,text,出,7,-,14,天,在,账,\,n,出,7,-,14,天,在,账,\,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,label,side:2,tlow,,thigh,i_thigh,,,,,side:2,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,text,出,1d,或,4d,1.5,e,，,出,隔夜,1900,，,上清,，,价优押,券松,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,label,side:2,tlow,,tlow,total,i_total,,side:2,tlow,,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,text,出,隔夜,1.8,e,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,text,代,银行,出,7,天,7000,万,AAA,存单,或,利率,好,价格,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,label,,,side:2,tlow,i_tlow,total,i_total,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,text,出,7d,5000w,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,text,出,隔夜,-,8,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,label,side:2,tlow,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,text,出,在,账,隔夜,2,．,5,亿,，,秒,到,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,label,side:2,,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,text,出,7,天,，,秒,到,6000,万,，,押利率,，,可,非银,，,超限,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,label,side:2,tlow,i_tlow,,,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,text,出,在,帐,秒,到,隔夜,2000,万,，,押利率,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,label,side:2,,,,,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,text,出,2,-,7,天,，,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,label,side:2,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,text,出,在,账,7,天,2000,私募,类,账户,填表,押,AA+,公募,自营,押,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,label,side:2,,,tlow,i_tlow,,,,,,mode:102,tag:11,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,text,出,在,账,隔夜,5000,，,押利率,上午,还款,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,label,side:2,,,tlow,,,tag:10,,,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,text,出,隔夜,6kw,3,点前,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,text,出,7,天,整量,，,在,账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,label,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,text,换,在,账,隔夜,9000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,label,,,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,text,出,1M,1200,万,押,国企,aa,净价,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,label,side:2,tlow,total,i_total,mode:102,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,text,借,隔夜,1.5,个,，,押中债,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,label,side:1,tlow,,,,tag:12,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,text,换,隔夜,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,label,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,text,出,跨,春节,7500,+,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,label,side:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,text,出,隔夜,2000,万,，,押上清,，,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,label,side:2,tlow,total,i_total,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,text,借,2000W,隔夜,，,随便,押,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,label,side:1,total,tlow,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,text,出,14D,aa,+,国企,可,买断,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
