,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1329,label,side:2,tag:13,tlow,total,i_total,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,text,出,隔夜,5900,7,天,6000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,label,side:2,tlow,,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,text,诚借,7,天,2,-,3,亿,押存单,有出,请,联络,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,label,side:1,tlow,i_tlow,tlow,,thigh,i_total,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,text,出,31,-,32,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,label,side:2,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,text,出,隔夜,1.3,e,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,text,出,点,渣量,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,label,side:2,,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,text,出,7d,整量,起,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,text,借,2,-,32,天,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,label,side:1,tlow,,thigh,i_thigh,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,text,顶格收,1,-,7D,押利率,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,label,,tlow,,thigh,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,text,借,隔夜,。,随便,押,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,label,side:1,tlow,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,text,市价,换,6,天,社保,借,～,～,～,求,有缘人,小窗,～,～,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,label,,,tlow,i_tlow,,side:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,text,借,6KW,",",两笔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,label,side:1,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,text,借,隔夜,2300W,押上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,label,side:1,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,text,出,隔夜,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,text,借,七天,2500,-,3000,专户,aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,label,side:1,tlow,,,total,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,text,借,便宜,7,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,label,side:1,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,text,借,1,-,14D,，,2000W,，,押利率,。,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,label,side:1,tlow,,thigh,,total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,text,出,4,个,月,资金,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,label,side:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,text,出,7d,8700w,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,text,出,14D,1000W,限公募,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,text,借,上清,所,隔夜,1000,万,求,匹配,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,label,side:1,tag:13,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,text,出,14,天,资金,，,质押,、,拆借,均,可,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,label,side:2,tlow,i_tlow,,,mode:102,,mode:101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,text,顶格,借,1,-,7,天,2,亿,，,可,拆,，,押利率,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,label,,side:1,tlow,,thigh,i_thigh,total,i_total,,,mode:101,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,text,出,2,月,资金,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,label,side:2,tlow,i_tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,text,出,5D,1,亿,出,14D,1,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,label,side:2,tlow,total,i_total,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,text,上限,借,1,-,7,天,，,1,亿,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,label,,side:1,tlow,,thigh,i_thigh,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,text,出,6,-,9,天,\,n,便宜,出,1m,\,n,！,！,！,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,label,side:2,tlow,,thigh,i_thigh,,,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,text,借秒,到,隔夜,4000,万,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,label,,,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,text,出,7d,1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,label,side:2,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,text,出,7,天,8000,万,价不高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,text,借,5d,/,7d,8300W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,label,side:1,tlow,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,text,出,32,天,资金,1,亿元,，,押利率,，,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,label,side:2,tlow,i_tlow,,total,i_total,,tag:10,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,text,出,14D,以上,资金,1E,，,限,自营,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,label,side:2,tlow,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,text,借,隔夜,1000W,压CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,label,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,text,补,头寸,借秒,到,隔夜,2000,万,\,n,补,头寸,借秒,到,隔夜,2000,万,\,n,补,头寸,借秒,到,隔夜,2000,万,,,,,,,,,,,,,,,,,,,,,,,,,
1419,label,,,,,tlow,total,i_total,,,,,,,tlow,total,i_total,,,,,,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,
1422,text,出,隔夜,1e,+,0.5,e,",",押利率,，,限银行,，,早,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,label,side:2,tlow,total,,total,i_total,,tag:10,,tag:16,,,tag:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,text,出,2000,万,隔夜,-,7,天,，,押利率,，,限银行,农信社,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,label,side:2,total,i_total,tlow,,thigh,i_thigh,,tag:10,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,text,出,7,天,1.45,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,text,出,隔夜,2000,+,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,text,出,7D,1.85,E,\,n,出,2D,0.8,+,0.5,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,label,side:2,tlow,total,i_total,,,side:2,tlow,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,text,出,14,天,或,2,个,月,以上,资金,，,质押,卖断,拆借,，,上午,回款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,label,side:2,tlow,i_tlow,,tlow,,,,,,mode:102,,mode:101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,text,加权,出,隔夜,1.5,亿,，,押利率,，,押存单,，,可,买断,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,label,price:1,side:2,tlow,total,i_total,,tag:10,,tag:14,,,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,text,出,7d,2000w,\,n,出,1m,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,label,side:2,tlow,total,,,side:2,tlow,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,text,出,隔夜,1.6,亿,公募,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,text,借,隔夜,4,千万,，,押利率,，,求,小窗,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,label,side:1,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,text,出,隔夜,5000W,，,押中债,2A+,以上,（,可,买断,）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,label,side:2,tlow,total,,tag:12,tag:11,,,,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,text,出早,还款,隔夜,3500w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,label,side:2,tag:21,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,text,出,26,天,，,限银行,，,欢迎,小窗,/,河蟹,/,河蟹,/,河蟹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,label,side:2,tlow,i_tlow,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,text,借,上清,隔夜,1300W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,label,side:1,tag:13,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,text,加点,借,2D,资金,7000W,押利率,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,label,price:2,side:1,tlow,,total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,text,出,11,天,出,12,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,label,side:2,tlow,i_tlow,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,text,诚借,1,-,7,天整量,，,质押,利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,label,side:1,tlow,,thigh,i_thigh,,mode:102,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,text,出,1,-,7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,label,side:2,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,text,借,隔夜,1.75,+,1.20,0,2.95,个,押上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,label,side:1,tlow,total,,total,,,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,text,出,7,天,14,天,整量,市价,换,隔夜,7,天,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,label,side:2,tlow,i_tlow,tlow,i_tlow,,,,tlow,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,text,出,7,-,8,天,4300,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,label,side:2,tlow,,thigh,i_thigh,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,text,借,1,到,2,天,1.6,亿,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,label,side:1,tlow,,thigh,i_thigh,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,text,借,14,-,28,天,专户,aa,1,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,label,side:1,tlow,,thigh,i_thigh,,tag:11,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,text,出,14,天,21,天,32,天,资金,，,限银行,利率债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,label,side:2,tlow,i_tlow,tlow,i_tlow,tlow,i_tlow,,,tag:16,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,text,出,5000w,隔夜,+,7000w,7,-,14D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,label,side:2,total,tlow,,total,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,text,诚借,8,-,21,天,资金,大量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,label,side:1,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,text,出,7,天,1.7,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,text,出,7d,4500w,押券宽松,价格,好,\,n,出,隔夜,整量,散量,各种,量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,label,side:2,tlow,total,tag:23,,,,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,text,出,6700w,6,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,label,side:2,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,text,出,7D,14D,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,label,side:2,tlow,tlow,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,text,出,6D,。,。,。,2E,。,。,4,点前,还款,。,\,n,出,21D,-,1M,。,。,。,1.36,E,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,label,side:2,tlow,,,,total,,,,,tag:21,,,,side:2,tlow,,thigh,,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,text,出,跨,春节,资金,，,压,国企,aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,label,side:2,,,,,mode:102,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,text,出,5d,隔夜,14d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,label,side:2,tlow,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,text,出,19,天,1,亿,押利率,限银行,\,n,出,19,天,1,亿,押利率,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,label,side:2,tlow,i_tlow,total,i_total,tag:10,tag:16,,,side:2,tlow,i_tlow,total,i_total,tag:10,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,text,借,3D,1.2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,label,side:1,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,text,出,3E,隔夜,质押,2A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,label,side:2,total,tlow,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,text,出,1M3300,万,可,买断,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,label,side:2,total,i_total,,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,text,换,1,亿,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,label,,total,i_total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,text,诚借,2,—,7,天,、,14,天,资金,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,label,side:1,tlow,,tlow,i_tlow,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,text,出,隔夜,中债,5500W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,label,side:2,tlow,tag:12,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,text,预约,出,明天,上交所,回购,7,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,label,,side:2,,,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,text,诚借,跨,年,7,-,14,天,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,label,side:1,,,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,text,\,n,出,9000,万,14,天,资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,label,,,side:2,total,i_total,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,text,诚借,跨年,资金,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,label,side:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,text,高价,换,7,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,label,,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,text,出,大量,隔夜,，,押利率,，,早,还款,。,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,label,side:2,,tlow,,tag:10,,,tag:21,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,text,出,8,-,21d,资金,~,~,~,押中债,、,上清,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,label,side:2,tlow,,thigh,,,,,tag:12,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,text,出,5,天,2.2,e,，,压券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,label,side:2,tlow,i_tlow,total,i_total,,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,text,出,7d,1e,+,3kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,label,side:2,tlow,total,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,text,出,2700W,7D,或,14,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,label,side:2,total,tlow,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,text,诚借,7,天,，,跨,春节,，,押利率或存单,均,可,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,label,side:1,tlow,i_tlow,,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,text,借,1.1,亿,3,-,21D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,label,side:1,total,i_total,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,text,借,隔夜,5000,万左右,，,押利率,，,求,小窗,！,\,n,借,隔夜,5000,万左右,，,押利率,，,求,小窗,！,\,n,借,隔夜,5000,万左右,，,押利率,，,求,小窗,！,,,,,,,,,,,,,,,,
1561,label,side:1,tlow,total,i_total,,tag:10,,,,,,,side:1,tlow,total,i_total,,tag:10,,,,,,,side:1,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,
1562,text,出,3D,3000W,欢迎,匹配,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,text,出,4,月底,到期,资金,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,label,side:2,tlow,i_tlow,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,text,定价,出,5000W,2D,补,头寸,快,来,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,label,price:4,side:2,total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,text,出,6,-,9,天,！,！,！,！,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,label,side:2,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,text,隔夜,已出,，,超,限价,出,，,银行,类,就,不,一一,回复,了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,label,tlow,,,,,side:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,text,出,隔夜,9000w,~,限公募,自营,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,text,出,1M,1,亿,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,text,出,隔夜,3k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,text,借,6,-,7,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,label,side:1,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,text,出,2,天,3500W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,label,side:2,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,text,专户,借,隔夜,1000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,label,,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,text,出,7D,或,隔夜,整量,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,label,side:2,tlow,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,text,出,6,天,2000,万,，,压券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
